passenger_count|pickup_year|distance|the_count
INT|INT|INT|LONG
1|2013|209|4
1|2013|102|4
2|2013|173|4
1|2013|8000|4
2|2013|191|4
4|2013|68|4
1|2013|106|4
4|2013|64|4
1|2013|101|4
3|2013|62|4
4|2013|84|4
1|2013|201|4
1|2013|181|4
1|2013|156|4
2|2013|6005|4
1|2013|507331|4
1|2013|300|4
6|2013|62|4
2|2013|130|4
1|2013|5331800|4
1|2013|442|4
1|2013|223|4
4|2013|59|4
5|2013|62|4
1|2013|112|4
6|2013|50|4
3|2013|58|4
1|2013|105|4
8|2013|15|4
1|2013|195|4
3|2013|85|4
1|2013|225|4
1|2013|1331800|4
1|2013|147|4
4|2013|177|4
2|2013|206|4
1|2013|116|4
1|2013|8331800|4
2|2013|98|4
2|2013|300|4
1|2013|131|4
1|2013|2800|4
2|2013|163|4
8|2013|2|4
1|2013|168|4
6|2013|57|4
1|2013|527|2
255|2013|1|2
3|2013|222|2
1|2013|164|2
2|2013|96|2
3|2013|89|2
2|2013|180|2
2|2013|150004|2
1|2013|853|2
4|2013|4900|2
1|2013|5033318|2
1|2013|666|2
1|2013|83180|2
1|2013|801|2
1|2013|239|2
1|2013|250000|2
3|2013|87|2
1|2013|1574|2
2|2013|99|2
1|2013|365|2
4|2013|82|2
2|2013|180051|2
2|2013|194|2
1|2013|855|2
1|2013|2500|2
1|2013|600100|2
1|2013|462|2
1|2013|70050|2
1|2013|6000000|2
1|2013|6405|2
2|2013|108|2
4|2013|88|2
5|2013|85|2
1|2013|142|2
1|2013|198|2
1|2013|746807|2
3|2013|152|2
1|2013|14505332|2
1|2013|77005|2
1|2013|129|2
2|2013|268|2
1|2013|111|2
1|2013|50833|2
3|2013|121|2
1|2013|148011|2
1|2013|1231800|2
2|2013|179|2
1|2013|350|2
1|2013|14500|2
1|2013|674687|2
1|2013|139|2
1|2013|8006300|2
1|2013|536|2
2|2013|184|2
4|2013|90|2
2|2013|196|2
1|2013|8000079|2
1|2013|12000002|2
1|2013|12000104|2
1|2013|230|2
3|2013|77|2
2|2013|210|2
4|2013|94|2
2|2013|144|2
1|2013|3008|2
1|2013|3284000|2
1|2013|515566|2
1|2013|1300506|2
1|2013|138|2
1|2013|33180|2
1|2013|7000511|2
1|2013|602|2
1|2013|290051|2
1|2013|6746|2
1|2013|1320|2
1|2013|90051|2
0|2013|39|2
3|2013|79|2
4|2013|159|2
1|2013|3100300|2
2|2013|1300|2
1|2013|3300506|2
1|2013|515331|2
3|2013|135005|2
1|2013|701|2
1|2013|155|2
1|2013|4000|2
3|2013|23005|2
2|2013|800001|2
4|2013|128|2
3|2013|514332|2
4|2013|500|2
1|2013|501331|2
129|2013|0|2
0|2013|26|2
2|2013|40005|2
1|2013|29005|2
3|2013|3180000|2
3|2013|419500|2
1|2013|3008331|2
8|2013|14|2
1|2013|50633|2
2|2013|3199|2
1|2013|1440|2
1|2013|1500|2
1|2013|350000|2
1|2013|120000|2
1|2013|1313|2
5|2013|76|2
1|2013|833180|2
1|2013|1800504|2
1|2013|514331|2
1|2013|444|2
1|2013|502|2
2|2013|50133|2
1|2013|15331800|2
1|2013|8100|2
2|2013|142|2
4|2013|154|2
3|2013|209|2
2|2013|302|2
1|2013|13005|2
2|2013|145|2
9|2013|13|2
1|2013|330050|2
2|2013|155|2
1|2013|154|2
1|2013|305|2
1|2013|107|2
1|2013|170051|2
1|2013|1503180|2
1|2013|3674720|2
0|2013|38|2
1|2013|216|2
3|2013|192|2
6|2013|81|2
1|2013|4203746|2
1|2013|1332840|2
1|2013|831|2
2|2013|102|2
1|2013|3107|2
1|2013|296|2
4|2013|98|2
4|2013|31800|2
6|2013|65|2
2|2013|900|2
1|2013|60050|2
3|2013|22005|2
1|2013|1600|2
1|2013|4202|2
4|2013|123|2
2|2013|40050|2
1|2013|9005023|2
3|2013|12000004|2
4|2013|76|2
1|2013|126|2
3|2013|171|2
1|2013|7454|2
1|2013|8000011|2
1|2013|8083|2
1|2013|50533|2
1|2013|2840|2
1|2013|50433|2
5|2013|87|2
1|2013|5900|2
2|2013|323|2
1|2013|5123318|2
5|2013|82|2
2|2013|260|2
3|2013|138|2
1|2013|800005|2
4|2013|60000|2
1|2013|128|2
1|2013|1047|2
1|2013|5063|2
5|2013|100|2
1|2013|12730|2
1|2013|157|2
4|2013|216|2
1|2013|1650|2
1|2013|6900507|2
1|2013|1350|2
1|2013|529|2
1|2013|200505|2
5|2013|89|2
5|2013|67|2
1|2013|173|2
3|2013|30083|2
1|2013|110284|2
1|2013|4000010|2
2|2013|670051|2
2|2013|192|2
1|2013|351|2
2|2013|1420050|2
2|2013|6208420|2
4|2013|175|2
1|2013|6747|2
0|2013|30|2
1|2013|8140050|2
3|2013|88|2
1|2013|667470|2
1|2013|500000|2
1|2013|518|2
1|2013|11005|2
3|2013|201|2
3|2013|5005013|2
1|2013|14680016|2
2|2013|168|2
2|2013|185|2
1|2013|12310051|2
1|2013|237|2
1|2013|1400513|2
1|2013|8000007|2
2|2013|5053|2
5|2013|245|2
1|2013|600501|2
1|2013|1483|2
1|2013|218|2
2|2013|50432|2
1|2013|6674681|2
1|2013|1566|2
3|2013|1040|2
1|2013|6005123|2
5|2013|73|2
1|2013|7436805|2
1|2013|8000600|2
3|2013|238|2
1|2013|7473013|2
1|2013|1230083|2
1|2013|8000005|2
2|2013|13005043|2
1|2013|272|2
1|2013|36674|2
1|2013|50733|2
2|2013|12004|2
1|2013|5063318|2
1|2013|807|2
1|2013|4200180|2
1|2013|800000|2
0|2013|41|2
2|2013|478|2
1|2013|122|2
1|2013|3180|2
1|2013|2001|2
1|2013|51232|2
2|2013|203|2
5|2013|78|2
4|2013|96|2
1|2013|1200011|2
1|2013|8000003|2
3|2013|76|2
1|2013|6823007|2
1|2013|9000|2
1|2013|666746|2
1|2013|215|2
1|2013|146801|2
2|2013|86029|2
1|2013|8214|2
1|2013|4700507|2
1|2013|6800006|2
4|2013|192|2
1|2013|130050|2
0|2013|40|2
3|2013|8400001|2
1|2013|15682|2
1|2013|8000004|2
1|2013|1005|2
4|2013|72|2
1|2013|6752505|2
2|2013|5133318|2
2|2013|437|2
6|2013|64|2
1|2013|280|2
4|2013|1566|2
2|2013|156|2
2|2013|88|2
1|2013|512331|2
4|2013|89|2
2|2013|6800000|2
4|2013|81|2
1|2013|809|2
1|2013|115|2
1|2013|2005023|2
1|2013|132|2
0|2013|24|2
2|2013|8045|2
6|2013|61|2
1|2013|11800318|2
1|2013|14685|2
4|2013|199|2
4|2013|71|2
2|2013|5005073|2
3|2013|5500511|2
2|2013|522133|2
1|2013|224|2
2|2013|1533180|2
2|2013|1232|2
6|2013|77|2
1|2013|1000|2
4|2013|73|2
3|2013|800|2
2|2013|217|2
1|2013|3300|2
3|2013|177|2
1|2013|152|2
1|2013|515328|2
1|2013|500501|2
6|2013|58|2
1|2013|438|2
1|2013|700503|2
1|2013|250|2
2|2013|8095|2
3|2013|80051|2
1|2013|2840000|2
5|2013|65|2
5|2013|72|2
1|2013|95802|2
1|2013|206|2
4|2013|66|2
2|2013|1000510|2
1|2013|232|2
1|2013|303|2
2|2013|110|2
3|2013|82|2
1|2013|13480170|2
1|2013|226|2
1|2013|5031800|2
2|2013|6331800|2
1|2013|14005103|2
3|2013|5023318|2
1|2013|4206|2
1|2013|6380051|2
1|2013|8800004|2
1|2013|450|2
1|2013|500332|2
2|2013|500000|2
3|2013|12746800|2
1|2013|317|2
1|2013|50933|2
1|2013|221|2
1|2013|485|2
1|2013|7250033|2
1|2013|12200|2
1|2013|5143318|2
1|2013|100051|2
1|2013|1000000|2
1|2013|950000|2
1|2013|335|2
2|2013|512331|2
2|2013|1000030|2
1|2013|1415002|2
1|2013|6800040|2
1|2013|800003|2
2|2013|195|2
2|2013|2139|2
2|2013|12000000|2
1|2013|3005013|2
1|2013|73023|2
1|2013|38005|2
2|2013|1200506|2
6|2013|68|2
255|2013|5|2
1|2013|236|2
7|2013|17|2
1|2013|3666747|2
1|2013|25000|2
1|2013|7472|2
1|2013|427|2
2|2013|174|2
1|2013|213|2
1|2013|8005|2
1|2013|15038005|2
1|2013|2300000|2
1|2013|674|2
1|2013|6231800|2
1|2013|8000014|2
1|2013|5133318|2
3|2013|11800000|2
1|2013|2100507|2
1|2013|375|2
2|2013|8005|2
1|2013|1600000|2
4|2013|78|2
1|2013|501|2
1|2013|288703|2
1|2013|5073284|2
1|2013|733180|2
3|2013|97|2
6|2013|75|2
3|2013|600003|2
1|2013|350050|2
1|2013|51533|2
2|2013|1200507|2
1|2013|180051|2
6|2013|66|2
4|2013|184|2
0|2013|27|2
1|2013|5053|2
1|2013|318116|2
2|2013|51033|2
2|2013|100502|2
1|2013|11800005|2
8|2013|11|2
1|2013|8005053|2
4|2013|164|2
1|2013|200|2
4|2013|83|2
1|2013|510|2
1|2013|43003|2
8|2013|4|2
1|2013|2600509|2
2|2013|6805033|2
1|2013|514|2
3|2013|6747240|2
1|2013|564|2
6|2013|70|2
3|2013|75|2
1|2013|63318|2
1|2013|214|2
1|2013|248|2
1|2013|8000052|2
2|2013|1800|2
1|2013|8000012|2
2|2013|254|2
1|2013|405|2
1|2013|6805400|2
1|2013|110050|2
6|2013|54|2
3|2013|8050633|2
4|2013|162|2
2|2013|198|2
2|2013|126|2
2|2013|105|2
1|2013|1485|2
1|2013|4000500|2
1|2013|14680010|2
2|2013|5123318|2
1|2013|121|2
1|2013|790|2
8|2013|3|2
1|2013|313|2
5|2013|63|2
1|2013|862|2
2|2013|150|2
1|2013|98005|2
1|2013|8000002|2
1|2013|7468|2
1|2013|6331800|2
5|2013|97|2
1|2013|501332|2
1|2013|5000511|2
2|2013|8810002|2
2|2013|151|2
4|2013|197|2
1|2013|10050|2
1|2013|238|2
1|2013|7520502|2
1|2013|5005|2
1|2013|5093318|2
1|2013|6752050|2
1|2013|8004700|2
2|2013|133|2
3|2013|400|2
2|2013|158|2
5|2013|275|2
1|2013|6746929|2
7|2013|3|2
1|2013|4500000|2
1|2013|503|2
1|2013|6746833|2
1|2013|12000018|2
2|2013|25400|2
2|2013|211|2
2|2013|204|2
1|2013|14823|2
2|2013|225|2
1|2013|8504332|2
1|2013|582331|2
3|2013|208|2
1|2013|51428|2
3|2013|100|2
1|2013|304|2
2|2013|8600|2
7|2013|6|2
1|2013|366|2
3|2013|84|2
2|2013|167|2
1|2013|125|2
2|2013|652|2
1|2013|2150400|2
1|2013|1300|2
5|2013|69|2
0|2013|67|2
4|2013|8000000|2
1|2013|80001|2
1|2013|1700502|2
1|2013|14680043|2
5|2013|66|2
3|2013|98|2
2|2013|807|2
1|2013|916|2
1|2013|402|2
2|2013|2840000|2
4|2013|167|2
6|2013|63|2
2|2013|330|2
2|2013|147005|2
1|2013|1000511|2
1|2013|11800000|2
8|2013|8|2
1|2013|1466710|2
1|2013|72005|2
2|2013|2100507|2
1|2013|6746133|2
7|2013|8|2
3|2013|170|2
5|2013|79|2
4|2013|100|2
4|2013|99|2
1|2013|3331800|2
1|2013|212|2
1|2013|13005023|2
5|2013|217|2
1|2013|601|2
1|2014|1|77684258
1|2014|0|52594992
1|2014|2|39318300
1|2014|3|20008010
2|2014|1|15039696
1|2014|4|11175536
2|2014|0|9401776
2|2014|2|7873910
1|2014|5|7056576
5|2014|1|6109282
3|2014|1|4640748
1|2014|6|4562762
2|2014|3|4165364
6|2014|1|4080070
5|2014|0|3993554
1|2014|7|3148398
5|2014|2|3133230
1|2014|8|2862352
3|2014|0|2850826
1|2014|9|2830578
6|2014|0|2695324
3|2014|2|2411990
2|2014|4|2360472
1|2014|10|2342280
4|2014|1|2247136
6|2014|2|2078318
5|2014|3|1628296
1|2014|11|1604680
2|2014|5|1490404
4|2014|0|1346618
1|2014|17|1300628
3|2014|3|1265414
4|2014|2|1180992
6|2014|3|1061408
1|2014|12|988026
1|2014|18|985016
2|2014|6|951208
5|2014|4|922138
1|2014|16|880364
3|2014|4|711316
2|2014|7|652264
2|2014|9|648822
1|2014|13|633430
4|2014|3|624224
2|2014|8|618098
6|2014|4|596096
5|2014|5|586806
1|2014|19|577856
2|2014|10|557452
1|2014|15|546268
1|2014|14|503950
3|2014|5|456900
2|2014|17|401142
2|2014|11|389182
1|2014|20|380708
5|2014|6|380188
6|2014|5|376678
4|2014|4|351456
2|2014|18|287682
3|2014|6|286914
5|2014|7|262986
5|2014|9|249516
5|2014|8|248324
2|2014|16|247204
1|2014|21|246646
6|2014|6|243038
4|2014|5|228756
2|2014|12|227070
5|2014|10|211216
3|2014|7|190690
3|2014|9|175682
3|2014|8|171888
6|2014|7|167286
6|2014|9|156910
6|2014|8|156218
2|2014|19|154822
3|2014|10|149506
5|2014|11|146896
2|2014|13|143592
4|2014|6|142424
6|2014|10|130384
2|2014|15|129762
5|2014|17|128254
2|2014|14|115136
1|2014|22|110060
3|2014|11|109786
3|2014|17|106178
2|2014|20|103420
5|2014|18|95768
4|2014|7|90502
6|2014|11|88800
5|2014|12|86986
4|2014|9|84466
4|2014|8|81882
5|2014|16|80476
6|2014|17|78042
3|2014|18|75386
4|2014|10|73270
2|2014|21|69382
3|2014|12|63856
3|2014|16|62926
6|2014|18|58382
4|2014|17|56736
5|2014|13|55498
4|2014|11|55438
5|2014|19|54248
6|2014|12|54046
1|2014|23|50556
6|2014|16|50380
5|2014|15|47548
5|2014|14|43512
3|2014|13|39842
4|2014|18|38958
3|2014|19|38698
5|2014|20|36042
6|2014|13|34530
3|2014|15|33958
6|2014|19|33698
1|2014|24|33118
4|2014|16|31726
4|2014|12|31716
2|2014|22|31110
3|2014|14|30884
6|2014|15|29210
6|2014|14|26902
3|2014|20|26552
1|2014|25|24696
5|2014|21|23498
1|2014|26|22178
6|2014|20|21964
1|2014|27|20024
1|2014|28|19824
4|2014|13|19292
4|2014|19|19124
3|2014|21|17960
4|2014|15|16788
4|2014|14|14966
6|2014|21|13740
4|2014|20|13094
2|2014|23|13046
1|2014|29|12066
5|2014|22|9996
4|2014|21|9076
1|2014|30|8340
3|2014|22|8280
2|2014|24|8130
1|2014|31|6608
2|2014|25|6060
1|2014|32|5930
6|2014|22|5892
2|2014|26|5392
0|2014|0|5284
2|2014|28|4998
2|2014|27|4740
1|2014|33|4730
4|2014|22|4398
5|2014|23|4380
1|2014|34|4146
1|2014|35|3772
3|2014|23|3666
1|2014|36|3334
0|2014|1|3278
2|2014|29|2890
5|2014|24|2684
6|2014|23|2562
1|2014|37|2488
3|2014|24|2200
5|2014|25|2076
2|2014|30|2018
1|2014|38|1960
4|2014|23|1914
1|2014|39|1796
2|2014|31|1720
3|2014|25|1686
6|2014|24|1664
5|2014|26|1622
0|2014|2|1564
3|2014|26|1530
5|2014|27|1478
1|2014|40|1442
5|2014|28|1366
2|2014|32|1360
3|2014|27|1338
1|2014|41|1326
6|2014|25|1304
3|2014|28|1266
4|2014|24|1224
1|2014|42|1138
1|2014|43|1126
2|2014|33|1102
2|2014|34|1068
6|2014|26|1020
6|2014|28|878
4|2014|26|872
1|2014|44|860
5|2014|29|854
2|2014|35|846
4|2014|25|846
6|2014|27|800
4|2014|27|792
0|2014|3|792
2|2014|36|788
1|2014|45|782
3|2014|29|760
1|2014|50|690
1|2014|46|672
4|2014|28|662
1|2014|47|646
2|2014|37|586
3|2014|30|580
1|2014|49|562
2|2014|38|536
0|2014|4|520
1|2014|48|514
5|2014|30|510
3|2014|31|500
6|2014|29|496
4|2014|29|468
1|2014|51|450
1|2014|53|428
3|2014|32|412
1|2014|52|404
2|2014|39|378
5|2014|31|356
3|2014|33|356
5|2014|32|350
2|2014|40|338
3|2014|34|320
2|2014|41|320
4|2014|30|308
0|2014|5|306
6|2014|30|294
1|2014|55|294
1|2014|54|286
1|2014|56|276
5|2014|33|274
4|2014|31|266
3|2014|35|254
4|2014|32|248
6|2014|31|248
4|2014|33|242
2|2014|42|242
5|2014|35|234
6|2014|32|232
5|2014|36|228
2|2014|43|216
3|2014|36|208
1|2014|60|208
1|2014|57|206
1|2014|58|204
0|2014|6|204
5|2014|34|200
2|2014|44|194
1|2014|59|184
2|2014|45|182
4|2014|34|174
5|2014|37|162
6|2014|34|162
3|2014|37|160
2|2014|46|158
0|2014|7|158
1|2014|80|158
1|2014|62|156
6|2014|35|150
3|2014|38|150
1|2014|61|146
6|2014|33|144
4|2014|36|144
2|2014|50|140
0|2014|9|140
4|2014|35|136
1|2014|81|132
7|2014|0|128
1|2014|65|124
1|2014|63|118
1|2014|70|118
5|2014|38|112
0|2014|8|108
4|2014|37|108
2|2014|47|108
2|2014|48|108
2|2014|51|106
3|2014|39|104
1|2014|66|102
1|2014|64|102
0|2014|10|102
6|2014|36|98
8|2014|0|98
1|2014|100|98
2|2014|49|96
9|2014|0|90
3|2014|42|84
2|2014|53|84
1|2014|68|82
3|2014|40|82
1|2014|67|82
1|2014|71|80
4|2014|38|80
6|2014|37|80
3|2014|43|78
3|2014|41|76
1|2014|74|74
0|2014|11|74
4|2014|39|72
5|2014|39|72
2|2014|52|72
1|2014|82|72
1|2014|69|68
2|2014|60|68
2|2014|57|68
5|2014|40|66
0|2014|17|66
1|2014|84|62
0|2014|12|62
2|2014|55|62
1|2014|72|60
0|2014|16|60
5|2014|41|58
2|2014|54|58
1|2014|73|58
1|2014|78|58
1|2014|76|56
6|2014|38|54
1|2014|77|54
1|2014|90|52
4|2014|42|52
1|2014|85|52
3|2014|46|50
2|2014|59|50
1|2014|75|50
4|2014|40|48
2|2014|58|46
3|2014|47|46
3|2014|49|46
3|2014|44|44
4|2014|41|44
1|2014|86|44
2|2014|56|42
1|2014|79|42
208|2014|0|42
5|2014|42|42
0|2014|18|40
3|2014|45|40
5|2014|43|40
7|2014|1|40
0|2014|15|38
4|2014|46|38
1|2014|89|38
6|2014|39|38
1|2014|83|38
0|2014|13|38
5|2014|44|36
2|2014|66|36
3|2014|55|36
4|2014|44|36
6|2014|40|36
1|2014|88|36
3|2014|52|34
2|2014|61|34
3|2014|51|34
0|2014|14|34
1|2014|98|32
3|2014|48|32
1|2014|99|32
1|2014|87|32
3|2014|50|30
9|2014|8|30
1|2014|92|30
4|2014|47|30
4|2014|50|28
4|2014|43|28
2|2014|63|28
6|2014|41|28
1|2014|94|28
5|2014|46|28
1|2014|95|28
4|2014|45|26
3|2014|53|26
1|2014|97|26
1|2014|93|26
2|2014|62|26
0|2014|19|26
2|2014|64|26
1|2014|96|24
6|2014|44|24
6|2014|42|24
5|2014|45|24
0|2014|20|24
5|2014|47|22
4|2014|48|22
9|2014|9|22
7|2014|2|22
4|2014|51|20
4|2014|49|20
2|2014|81|20
3|2014|61|18
1|2014|91|18
6|2014|43|18
3|2014|54|18
4|2014|52|18
4|2014|54|18
4|2014|53|18
0|2014|21|18
9|2014|1|18
2|2014|83|18
2|2014|80|16
2|2014|70|16
2|2014|77|16
2|2014|67|16
5|2014|55|16
2|2014|68|16
5|2014|49|16
8|2014|2|14
3|2014|60|14
4|2014|57|14
5|2014|60|14
6|2014|46|14
3|2014|58|14
4|2014|58|14
7|2014|3|14
3|2014|63|14
9|2014|2|14
8|2014|1|14
6|2014|53|14
2|2014|65|14
9|2014|7|14
2|2014|93|14
2|2014|76|12
2|2014|71|12
3|2014|59|12
2|2014|88|12
5|2014|52|12
2|2014|75|12
5|2014|56|12
5|2014|51|12
2|2014|72|12
3|2014|57|12
5|2014|54|12
8|2014|4|10
3|2014|81|10
5|2014|59|10
3|2014|56|10
3|2014|80|10
2|2014|100|10
2|2014|82|10
6|2014|48|10
4|2014|68|10
2|2014|74|10
2|2014|94|10
2|2014|73|10
4|2014|56|10
8|2014|3|10
2|2014|90|10
3|2014|68|8
2|2014|85|8
2|2014|78|8
7|2014|5|8
7|2014|18|8
2|2014|96|8
8|2014|18|8
2|2014|89|8
0|2014|22|8
4|2014|63|8
6|2014|47|8
4|2014|61|8
4|2014|100|8
5|2014|58|8
5|2014|48|8
2|2014|98|8
0|2014|27|8
6|2014|45|8
3|2014|66|8
1|2014|500|8
2|2014|69|8
6|2014|55|8
4|2014|81|6
7|2014|12|6
4|2014|72|6
2|2014|79|6
4|2014|76|6
4|2014|71|6
8|2014|19|6
4|2014|60|6
9|2014|11|6
6|2014|56|6
8|2014|14|6
9|2014|6|6
3|2014|90|6
9|2014|10|6
9|2014|5|6
9|2014|20|6
4|2014|64|6
7|2014|13|6
5|2014|57|6
8|2014|7|6
0|2014|23|6
7|2014|15|6
2|2014|97|6
6|2014|49|6
2|2014|87|6
6|2014|51|6
3|2014|65|6
8|2014|16|6
3|2014|62|6
7|2014|4|6
3|2014|67|6
3|2014|100|6
5|2014|65|6
3|2014|64|6
7|2014|11|6
4|2014|80|4
4|2014|65|4
3|2014|85|4
4|2014|70|4
0|2014|34|4
3|2014|74|4
5|2014|50|4
9|2014|15|4
5|2014|61|4
4|2014|84|4
0|2014|36|4
1|2014|171|4
9|2014|17|4
3|2014|93|4
9|2014|14|4
6|2014|57|4
8|2014|6|4
3|2014|82|4
6|2014|59|4
0|2014|29|4
3|2014|83|4
4|2014|82|4
4|2014|69|4
2|2014|84|4
6|2014|63|4
4|2014|59|4
9|2014|3|4
2|2014|99|4
5|2014|63|4
3|2014|96|4
3|2014|76|4
6|2014|52|4
4|2014|66|4
4|2014|99|4
8|2014|20|4
5|2014|66|4
7|2014|9|4
2|2014|92|4
3|2014|71|4
0|2014|26|4
7|2014|8|4
0|2014|39|4
3|2014|75|4
7|2014|10|4
6|2014|54|4
6|2014|50|4
3|2014|69|4
2|2014|95|4
5|2014|53|4
1|2014|5005013|2
1|2014|700|2
4|2014|75|2
5|2014|79|2
0|2014|25|2
2|2014|108|2
1|2014|170|2
4|2014|79|2
7|2014|14|2
7|2014|17|2
4|2014|88|2
1|2014|156675|2
8|2014|9|2
1|2014|816|2
1|2014|504|2
2|2014|91|2
4|2014|97|2
2|2014|66833|2
1|2014|304|2
9|2014|42|2
6|2014|58|2
9|2014|16|2
8|2014|10|2
7|2014|25|2
9|2014|21|2
1|2014|184|2
1|2014|228|2
3|2014|92|2
1|2014|240|2
3|2014|176|2
1|2014|801|2
0|2014|40|2
9|2014|26|2
9|2014|55|2
5|2014|77|2
1|2014|300833|2
6|2014|64|2
0|2014|45|2
4|2014|62|2
0|2014|51|2
0|2014|37|2
0|2014|42|2
0|2014|61|2
1|2014|807|2
8|2014|12|2
9|2014|13|2
4|2014|55|2
6|2014|73|2
6|2014|66|2
1|2014|110050|2
0|2014|24|2
1|2014|600|2
3|2014|79|2
4|2014|67|2
1|2014|176|2
6|2014|65|2
2|2014|500|2
5|2014|64|2
7|2014|21|2
1|2014|161|2
3|2014|73|2
6|2014|60|2
1|2014|11800001|2
4|2014|501|2
1|2014|188|2
1|2014|203|2
1|2014|515331|2
1|2014|163|2
1|2014|5200|2
5|2014|74|2
4|2014|87|2
0|2014|32|2
0|2014|38|2
1|2014|800|2
3|2014|98|2
1|2014|318000|2
1|2014|190|2
2|2014|514331|2
1|2014|142|2
9|2014|18|2
0|2014|33|2
1|2014|4820|2
2|2014|199|2
7|2014|16|2
5|2014|70|2
9|2014|40|2
7|2014|7|2
2|2014|33180|2
2|2014|5000000|2
1|2014|169|2
1|2014|147|2
6|2014|82|2
4|2014|78|2
4|2014|93|2
0|2014|75|2
2|2014|8331800|2
8|2014|11|2
8|2014|21|2
1|2014|160|2
1|2014|4005|2
3|2014|72|2
6|2014|74|2
9|2014|4|2
3|2014|77|2
1|2014|3180000|2
5|2014|62|2
0|2014|83|2
3|2014|78|2
9|2014|22|2
1|2014|3180|2
3|2014|94|2
1|2014|2840000|2
